customer_id,segment_name,recency_days,frequency,monetary,ticket_count,return_rate,avg_discount_pct,sessions_30d
CUST00356,Loyal Customers,7,5,2474.34,2.0,0.0,0.242,10
CUST00357,Regular Customers,42,1,513.15,1.0,0.0,0.29,9
CUST00358,Regular Customers,101,2,1523.3600000000001,1.0,0.0,0.33499999999999996,4
CUST00359,Loyal Customers,3,8,6332.549999999999,0.0,0.0,0.25,0
CUST00360,Loyal Customers,2,6,8052.9800000000005,0.0,0.0,0.165,1
CUST00361,At Risk Customers,169,1,361.04,1.0,1.0,0.12,3
CUST00362,Loyal Customers,23,4,2137.19,1.0,0.0,0.31,12
CUST00363,New Customers,27,1,413.99,1.0,0.0,0.32,2
CUST00364,At Risk Customers,359,3,2049.88,2.0,0.0,0.24666666666666667,0
CUST00365,Regular Customers,158,1,1015.06,0.0,0.0,0.21,7
CUST00366,High-Value Unhappy Customers,92,4,5279.17,1.0,0.0,0.185,2
CUST00367,Dormant Customers,212,1,884.81,0.0,0.0,0.14,1
CUST00368,Regular Customers,55,1,348.81,1.0,1.0,0.25,7
CUST00369,Loyal Customers,71,3,2263.62,0.0,0.0,0.25333333333333335,7
CUST00370,Regular Customers,172,1,452.14,0.0,0.0,0.42,8
CUST00371,At Risk Customers,124,3,2631.54,1.0,0.0,0.16666666666666666,4
CUST00372,Regular Customers,56,1,431.11,1.0,0.0,0.38,2
CUST00373,Regular Customers,73,2,1612.8899999999999,0.0,0.0,0.3,9
CUST00374,At Risk Customers,219,2,795.8299999999999,1.0,0.0,0.345,0
CUST00375,Loyal Customers,85,6,3564.29,1.0,0.0,0.32833333333333337,2
CUST00376,Loyal Customers,45,8,5532.45,0.0,0.0,0.2675,5
CUST00377,Loyal Customers,80,4,2214.32,0.0,0.0,0.2625,10
CUST00378,Regular Customers,99,1,1622.32,0.0,0.0,0.29,4
CUST00379,Regular Customers,75,2,1029.97,0.0,0.0,0.16,2
CUST00380,Discount Sensitive,39,6,3460.9,1.0,0.0,0.4033333333333333,8
CUST00381,Dormant Customers,182,1,597.86,1.0,0.0,0.28,2
CUST00382,Regular Customers,45,2,766.55,0.0,0.0,0.105,6
CUST00383,High-Value Unhappy Customers,8,6,4050.1099999999997,3.0,0.16666666666666666,0.20000000000000004,14
CUST00384,New Customers,26,1,470.31,0.0,0.0,0.22,0
CUST00385,Loyal Customers,63,7,5606.02,3.0,0.0,0.29714285714285715,6
CUST00386,Champions,0,6,4989.88,1.0,0.0,0.24166666666666667,13
CUST00387,Regular Customers,40,1,721.21,0.0,0.0,0.31,1
CUST00388,Loyal Customers,37,5,2574.36,1.0,0.0,0.328,6
CUST00389,Champions,14,9,6570.38,3.0,0.0,0.29888888888888887,11
CUST00390,Regular Customers,54,2,1639.4299999999998,1.0,0.0,0.35,4
CUST00391,Loyal Customers,1,3,2830.86,0.0,0.0,0.23666666666666666,4
CUST00392,At Risk Customers,133,7,5290.95,0.0,0.0,0.2785714285714286,4
CUST00393,Regular Customers,12,2,2231.04,1.0,0.0,0.19,5
CUST00394,Regular Customers,1,1,404.19,1.0,0.0,0.21,12
CUST00395,Loyal Customers,35,3,1418.71,1.0,0.0,0.31666666666666665,12
CUST00396,Champions,10,5,3031.7799999999997,1.0,0.0,0.21399999999999997,10
CUST00397,Loyal Customers,79,11,9647.73,4.0,0.0,0.21545454545454545,3
CUST00398,Champions,8,4,2823.02,1.0,0.0,0.28500000000000003,11
CUST00399,At Risk Customers,262,4,2749.65,0.0,0.0,0.3025,3
CUST00400,New Customers,44,1,402.05,0.0,0.0,0.61,9
CUST00401,Regular Customers,66,1,568.99,1.0,0.0,0.19,2
CUST00402,At Risk Customers,132,3,1410.06,1.0,0.0,0.36000000000000004,1
CUST00403,Regular Customers,21,2,2029.3200000000002,0.0,0.0,0.12,15
CUST00404,At Risk Customers,193,6,4631.52,2.0,0.0,0.20666666666666667,1
CUST00405,Regular Customers,2,1,282.03,1.0,1.0,0.5,4
CUST00406,Loyal Customers,10,3,997.27,1.0,0.0,0.3433333333333333,10
CUST00407,New Customers,18,1,1569.01,0.0,0.0,0.36,0
CUST00408,Loyal Customers,40,7,4155.91,4.0,0.14285714285714285,0.23857142857142857,0
CUST00409,High-Value Unhappy Customers,58,7,4946.35,3.0,0.42857142857142855,0.2671428571428572,11
CUST00410,Regular Customers,1,2,1365.22,1.0,0.0,0.22,16
CUST00411,Dormant Customers,253,1,1756.76,0.0,0.0,0.16,1
CUST00412,Dormant Customers,529,1,1486.51,0.0,0.0,0.04,0
CUST00413,Discount Sensitive,26,3,1644.89,2.0,0.3333333333333333,0.45999999999999996,16
CUST00414,New Customers,3,1,311.44,1.0,1.0,0.32,5
CUST00415,Regular Customers,120,2,2282.07,1.0,0.0,0.255,1
CUST00416,Regular Customers,28,2,1020.28,1.0,0.0,0.28500000000000003,4
CUST00417,At Risk Customers,151,4,2750.0299999999997,0.0,0.0,0.2525,0
CUST00418,Regular Customers,5,2,1919.75,1.0,0.0,0.13999999999999999,8
CUST00419,Regular Customers,98,2,1795.1,0.0,0.0,0.30000000000000004,12
CUST00420,High-Value Unhappy Customers,18,4,4050.29,1.0,0.0,0.185,14
CUST00421,Loyal Customers,0,7,5557.389999999999,2.0,0.14285714285714285,0.2928571428571428,4
CUST00422,Regular Customers,125,2,1075.03,0.0,0.0,0.25,7
CUST00423,At Risk Customers,135,3,2349.76,0.0,0.0,0.21666666666666667,1
CUST00424,Regular Customers,113,2,1297.49,1.0,0.0,0.21000000000000002,5
CUST00425,Regular Customers,113,2,1502.44,0.0,0.0,0.195,12
CUST00426,Regular Customers,77,2,1478.25,0.0,0.0,0.175,8
CUST00427,Discount Sensitive,1,2,331.53,1.0,0.5,0.41500000000000004,4
CUST00428,Loyal Customers,74,5,2817.05,1.0,0.0,0.31,1
CUST00429,Regular Customers,6,1,432.48,1.0,0.0,0.26,13
CUST00430,Loyal Customers,22,3,2369.81,0.0,0.0,0.2833333333333333,0
CUST00431,Discount Sensitive,154,2,903.65,0.0,0.0,0.435,1
CUST00432,Regular Customers,112,4,5036.07,0.0,0.0,0.2425,9
CUST00433,Champions,36,6,4884.34,4.0,0.0,0.295,10
CUST00434,At Risk Customers,293,2,1034.35,0.0,0.0,0.25,2
CUST00435,At Risk Customers,200,3,1740.56,1.0,0.3333333333333333,0.27,1
CUST00436,Loyal Customers,49,4,2770.92,0.0,0.0,0.2,2
CUST00437,At Risk Customers,151,1,729.22,0.0,0.0,0.25,0
CUST00438,Loyal Customers,64,3,2466.39,3.0,1.0,0.16,6
CUST00439,Regular Customers,119,3,1981.34,1.0,0.3333333333333333,0.33666666666666667,7
CUST00440,Regular Customers,64,1,325.03,1.0,0.0,0.56,5
CUST00441,Dormant Customers,211,1,786.67,1.0,0.0,0.24,1
CUST00442,High-Value Unhappy Customers,69,8,4905.34,1.0,0.0,0.36,2
CUST00443,At Risk Customers,265,3,1694.35,0.0,0.0,0.25,2
CUST00444,Dormant Customers,232,1,520.84,0.0,0.0,0.19,1
CUST00445,Regular Customers,26,1,1594.8,0.0,0.0,0.43,4
CUST00446,Regular Customers,26,1,521.16,0.0,0.0,0.33,9
CUST00447,Loyal Customers,36,7,3091.4,2.0,0.14285714285714285,0.3671428571428571,6
CUST00448,Regular Customers,136,5,4291.91,3.0,0.4,0.202,11
CUST00449,At Risk Customers,209,2,661.52,0.0,0.0,0.38,1
CUST00450,Regular Customers,44,1,862.9,0.0,0.0,0.24,5
CUST00451,Loyal Customers,29,4,3636.0,2.0,0.25,0.1625,3
CUST00452,At Risk Customers,256,6,1929.85,1.0,0.0,0.38999999999999996,2
CUST00453,Loyal Customers,17,4,3032.93,1.0,0.0,0.28500000000000003,1
CUST00454,Champions,13,4,2655.42,2.0,0.0,0.1525,17
CUST00455,Discount Sensitive,273,3,1616.76,1.0,0.0,0.43,0
CUST00456,At Risk Customers,147,4,3440.2,1.0,0.0,0.1575,0
CUST00457,At Risk Customers,321,2,1371.21,0.0,0.0,0.15000000000000002,1
CUST00458,Discount Sensitive,4,2,1371.81,0.0,0.0,0.4,4
CUST00459,Regular Customers,237,3,2928.0299999999997,2.0,0.3333333333333333,0.18000000000000002,5
CUST00460,Loyal Customers,19,11,9241.95,1.0,0.09090909090909091,0.2690909090909091,8
CUST00461,At Risk Customers,194,4,1579.47,0.0,0.0,0.305,3
CUST00462,Loyal Customers,35,3,2689.5,1.0,0.0,0.3566666666666667,2
CUST00463,Loyal Customers,29,4,5048.68,0.0,0.0,0.2525,0
CUST00464,Regular Customers,106,10,6495.79,3.0,0.1,0.34500000000000003,6
CUST00465,At Risk Customers,177,1,1298.74,0.0,0.0,0.37,3
CUST00466,Loyal Customers,25,10,5238.91,2.0,0.1,0.326,9
CUST00467,Regular Customers,3,2,1180.98,0.0,0.0,0.295,7
CUST00468,At Risk Customers,198,2,1077.8600000000001,1.0,0.5,0.385,1
CUST00469,Discount Sensitive,19,3,1886.95,0.0,0.0,0.4533333333333333,8
CUST00470,At Risk Customers,166,5,3508.62,2.0,0.0,0.362,1
CUST00471,Regular Customers,126,1,307.23,0.0,0.0,0.49,5
CUST00472,Regular Customers,114,3,2846.8,0.0,0.0,0.15333333333333332,0
CUST00473,At Risk Customers,121,6,3513.72,2.0,0.16666666666666666,0.24166666666666667,0
CUST00474,Loyal Customers,22,3,1652.35,1.0,0.3333333333333333,0.24333333333333332,5
CUST00475,Loyal Customers,39,9,6914.04,0.0,0.0,0.20222222222222222,2
CUST00476,High-Value Unhappy Customers,140,7,6233.25,3.0,0.14285714285714285,0.38285714285714284,6
CUST00477,Discount Sensitive,60,4,3034.67,0.0,0.0,0.48,2
CUST00478,Regular Customers,31,2,862.04,0.0,0.0,0.395,8
CUST00479,Dormant Customers,269,1,319.34,1.0,0.0,0.27,5
CUST00480,At Risk Customers,148,7,4227.82,0.0,0.0,0.19285714285714287,2
CUST00481,Regular Customers,43,2,934.12,0.0,0.0,0.19,10
CUST00482,Loyal Customers,32,4,2177.14,0.0,0.0,0.35,15
CUST00483,High-Value Unhappy Customers,107,7,4120.83,1.0,0.14285714285714285,0.24714285714285714,3
CUST00484,High-Value Unhappy Customers,62,5,5407.55,3.0,0.2,0.16799999999999998,9
CUST00485,Discount Sensitive,228,5,2971.02,2.0,0.0,0.426,1
CUST00486,Regular Customers,44,1,810.16,0.0,0.0,0.05,10
CUST00487,Discount Sensitive,29,7,2642.71,6.0,0.14285714285714285,0.4828571428571428,2
CUST00488,Regular Customers,217,4,2427.65,0.0,0.0,0.27,8
CUST00489,Dormant Customers,210,1,963.44,0.0,0.0,0.37,10
CUST00490,Regular Customers,7,1,557.54,1.0,1.0,0.13,8
CUST00491,Regular Customers,97,1,540.89,1.0,1.0,0.24,10
CUST00492,High-Value Unhappy Customers,61,6,5426.94,1.0,0.16666666666666666,0.32333333333333336,0
CUST00493,Regular Customers,108,2,1757.06,1.0,0.5,0.28500000000000003,10
CUST00494,Regular Customers,11,1,660.15,0.0,0.0,0.15,6
CUST00495,Regular Customers,45,2,2001.5900000000001,0.0,0.0,0.32,4
CUST00496,Regular Customers,35,1,1586.18,0.0,0.0,0.43,4
CUST00497,At Risk Customers,159,1,1724.62,0.0,0.0,0.14,1
CUST00498,Regular Customers,24,2,970.31,0.0,0.0,0.14500000000000002,3
CUST00499,Loyal Customers,18,3,2917.37,1.0,0.0,0.09999999999999999,1
CUST00500,Loyal Customers,43,3,3208.81,0.0,0.0,0.21,10
CUST00501,Loyal Customers,20,4,2834.75,1.0,0.0,0.1825,4
CUST00502,Discount Sensitive,17,2,1615.2400000000002,0.0,0.0,0.475,13
CUST00503,Loyal Customers,48,7,4458.49,3.0,0.14285714285714285,0.3014285714285715,4
CUST00504,New Customers,15,1,1602.01,0.0,0.0,0.2,9
CUST00505,Regular Customers,125,1,1027.23,0.0,0.0,0.21,9
CUST00506,Loyal Customers,38,9,8243.95,4.0,0.0,0.26,0
CUST00507,Regular Customers,120,2,3345.6800000000003,0.0,0.0,0.36,1
CUST00508,Regular Customers,148,1,717.51,0.0,0.0,0.13,6
CUST00509,Regular Customers,21,1,954.21,0.0,0.0,0.36,9
CUST00510,High-Value Unhappy Customers,162,4,3630.48,1.0,0.25,0.27249999999999996,4
CUST00511,Champions,5,4,2778.7,1.0,0.0,0.1775,18
CUST00512,Loyal Customers,16,4,2468.63,1.0,0.0,0.2025,6
CUST00513,Loyal Customers,27,8,5289.39,3.0,0.0,0.23125,6
CUST00514,Regular Customers,93,1,1687.55,0.0,0.0,0.2,11
CUST00515,Regular Customers,6,2,1540.13,1.0,0.0,0.3,2
CUST00516,New Customers,27,1,623.59,0.0,0.0,0.19,9
CUST00517,Loyal Customers,59,5,2777.25,2.0,0.0,0.288,2
CUST00518,New Customers,23,1,226.9,0.0,0.0,0.12,5
CUST00519,Regular Customers,81,1,412.42,0.0,0.0,0.33,0
CUST00520,Loyal Customers,2,5,3130.28,0.0,0.0,0.29,2
CUST00521,Loyal Customers,42,7,3626.0699999999997,1.0,0.0,0.3157142857142857,5
CUST00522,Dormant Customers,462,1,1688.22,0.0,0.0,0.2,1
CUST00523,Discount Sensitive,29,3,2606.67,1.0,0.0,0.4266666666666667,7
CUST00524,Champions,11,10,7161.96,2.0,0.1,0.282,10
CUST00525,At Risk Customers,220,4,1916.75,0.0,0.0,0.24,1
CUST00526,Regular Customers,2,1,1131.41,0.0,0.0,0.38,6
CUST00527,Regular Customers,113,6,5554.469999999999,0.0,0.0,0.2883333333333334,1
CUST00528,Regular Customers,14,1,556.1,0.0,0.0,0.45,12
CUST00529,Regular Customers,63,1,1129.52,1.0,0.0,0.24,11
CUST00530,Loyal Customers,57,3,2183.4300000000003,0.0,0.0,0.22,2
CUST00531,Discount Sensitive,43,2,648.41,1.0,0.0,0.48,1
CUST00532,High-Value Unhappy Customers,118,4,4895.42,1.0,0.0,0.3675,1
CUST00533,Regular Customers,4,1,149.0,1.0,0.0,0.56,9
CUST00534,Loyal Customers,74,5,3110.46,1.0,0.0,0.23200000000000004,4
CUST00535,Regular Customers,138,5,5156.9,0.0,0.0,0.32,5
CUST00536,Loyal Customers,55,4,4432.75,0.0,0.0,0.1825,14
CUST00537,Regular Customers,2,1,447.58,0.0,0.0,0.32,4
CUST00538,Loyal Customers,70,6,4026.69,0.0,0.0,0.10833333333333334,5
CUST00539,Loyal Customers,65,8,7874.25,3.0,0.0,0.21,1
CUST00540,High-Value Unhappy Customers,56,7,5087.94,3.0,0.0,0.3057142857142857,3
CUST00541,At Risk Customers,132,5,3404.94,1.0,0.0,0.32599999999999996,1
CUST00542,New Customers,54,1,576.88,0.0,0.0,0.3,1
CUST00543,At Risk Customers,197,4,2320.55,0.0,0.0,0.26,2
CUST00544,Regular Customers,85,2,2284.46,0.0,0.0,0.215,6
CUST00545,Regular Customers,1,1,603.57,1.0,0.0,0.35,9
CUST00546,Regular Customers,3,2,2127.37,0.0,0.0,0.305,12
CUST00547,New Customers,39,1,1001.24,1.0,1.0,0.12,6
CUST00548,Regular Customers,165,1,858.7,0.0,0.0,0.28,6
CUST00549,At Risk Customers,132,2,1035.57,1.0,0.0,0.35,1
CUST00550,Regular Customers,11,1,525.8,0.0,0.0,0.42,0
CUST00551,Loyal Customers,25,3,1964.0,0.0,0.0,0.19333333333333333,10
CUST00552,Regular Customers,4,1,567.45,0.0,0.0,0.16,12
CUST00553,At Risk Customers,293,4,3183.11,0.0,0.0,0.31,2
CUST00554,Loyal Customers,7,3,1402.26,0.0,0.0,0.38999999999999996,10
CUST00555,Loyal Customers,45,3,1924.03,2.0,0.0,0.20000000000000004,3
CUST00556,Regular Customers,26,1,936.16,1.0,0.0,0.25,1
CUST00557,Champions,16,6,4460.42,1.0,0.0,0.215,17
CUST00558,At Risk Customers,399,2,679.0699999999999,0.0,0.0,0.255,1
CUST00559,Regular Customers,1,2,1344.49,0.0,0.0,0.26,2
CUST00560,Dormant Customers,231,1,1135.13,0.0,0.0,0.35,1
CUST00561,New Customers,4,1,256.33,1.0,0.0,0.35,16
CUST00562,Discount Sensitive,259,2,899.8599999999999,2.0,0.5,0.4,1
CUST00563,Regular Customers,105,2,887.86,0.0,0.0,0.305,1
CUST00564,Regular Customers,130,8,4592.1900000000005,3.0,0.0,0.365,10
CUST00565,Regular Customers,39,1,275.55,0.0,0.0,0.11,10
CUST00566,Browsers Not Buyers,22,1,657.76,0.0,0.0,0.32,25
CUST00567,High-Value Unhappy Customers,3,8,4922.05,1.0,0.0,0.2825,9
CUST00568,Regular Customers,34,1,482.12,0.0,0.0,0.38,3
CUST00569,Regular Customers,113,1,430.0,0.0,0.0,0.38,7
CUST00570,At Risk Customers,168,3,2545.7200000000003,1.0,0.3333333333333333,0.24666666666666667,0
CUST00571,New Customers,32,1,598.14,1.0,1.0,0.28,5
CUST00572,Loyal Customers,51,6,3305.75,0.0,0.0,0.2816666666666667,8
CUST00573,At Risk Customers,125,5,2912.39,1.0,0.0,0.372,0
CUST00574,High-Value Unhappy Customers,5,7,5871.91,1.0,0.0,0.21857142857142858,14
CUST00575,Regular Customers,83,1,548.72,1.0,0.0,0.3,6
CUST00576,Regular Customers,46,2,799.27,0.0,0.0,0.33499999999999996,15
CUST00577,Loyal Customers,72,5,3560.2299999999996,1.0,0.0,0.236,7
CUST00578,At Risk Customers,376,2,3054.7200000000003,0.0,0.0,0.095,2
CUST00579,New Customers,10,1,301.68,0.0,0.0,0.39,1
CUST00580,Regular Customers,74,1,713.84,0.0,0.0,0.14,4
CUST00581,Regular Customers,76,2,1527.79,0.0,0.0,0.185,0
CUST00582,Dormant Customers,286,1,392.06,1.0,0.0,0.42,2
CUST00583,High-Value Unhappy Customers,263,4,3652.46,1.0,0.0,0.1325,2
CUST00584,Regular Customers,83,1,591.05,0.0,0.0,0.3,9
CUST00585,Regular Customers,113,8,5368.63,2.0,0.0,0.31124999999999997,15
CUST00586,At Risk Customers,128,4,1853.61,2.0,0.0,0.27,1
CUST00587,New Customers,18,1,275.79,0.0,0.0,0.52,10
CUST00588,Regular Customers,76,1,649.95,0.0,0.0,0.19,6
CUST00589,High-Value Unhappy Customers,71,5,4196.7699999999995,1.0,0.0,0.262,4
CUST00590,Regular Customers,140,3,3961.05,2.0,0.0,0.24333333333333332,7
CUST00591,Regular Customers,69,2,1767.15,1.0,0.0,0.36,2
CUST00592,Discount Sensitive,20,2,1084.48,0.0,0.0,0.41500000000000004,3
CUST00593,High-Value Unhappy Customers,29,5,3602.31,1.0,0.0,0.262,9
CUST00594,Regular Customers,91,1,448.78,0.0,0.0,0.5,0
CUST00595,Loyal Customers,20,5,2849.27,0.0,0.0,0.304,9
CUST00596,Loyal Customers,50,4,2927.96,3.0,0.0,0.32499999999999996,13
CUST00597,Loyal Customers,52,4,3041.18,2.0,0.0,0.345,0
CUST00598,Regular Customers,7,2,1082.0300000000002,0.0,0.0,0.275,20
CUST00599,At Risk Customers,169,4,2898.52,1.0,0.0,0.2475,2
CUST00600,At Risk Customers,263,3,1248.1399999999999,0.0,0.0,0.3066666666666667,3
CUST00601,Regular Customers,70,1,537.85,0.0,0.0,0.04,8
CUST00602,Regular Customers,91,1,171.18,0.0,0.0,0.57,5
CUST00603,High-Value Unhappy Customers,10,9,4869.21,4.0,0.0,0.30777777777777776,12
CUST00604,Regular Customers,90,1,761.72,0.0,0.0,0.18,2
CUST00605,Regular Customers,160,5,3199.79,2.0,0.0,0.23399999999999999,8
CUST00606,Regular Customers,120,1,240.15,0.0,0.0,0.24,7
CUST00607,Regular Customers,249,3,2332.76,0.0,0.0,0.27666666666666667,9
CUST00608,Loyal Customers,27,3,2455.49,1.0,0.0,0.3233333333333333,7
CUST00609,Discount Sensitive,6,5,4581.16,2.0,0.0,0.40599999999999997,6
CUST00610,High-Value Unhappy Customers,22,5,3975.59,2.0,0.4,0.34199999999999997,10
CUST00611,Regular Customers,235,4,3472.66,3.0,0.25,0.2575,5
CUST00612,Regular Customers,48,2,2120.98,0.0,0.0,0.35,9
CUST00613,Discount Sensitive,4,6,4895.57,2.0,0.0,0.4116666666666666,14
CUST00614,Dormant Customers,196,1,267.96,0.0,0.0,0.33,1
CUST00615,Regular Customers,34,1,446.03,1.0,1.0,0.17,4
CUST00616,Champions,36,5,2628.3,1.0,0.0,0.27599999999999997,10
CUST00617,Discount Sensitive,14,10,5456.37,5.0,0.1,0.41,8
CUST00618,Regular Customers,92,2,1570.53,0.0,0.0,0.21500000000000002,8
CUST00619,Loyal Customers,2,5,2211.2000000000003,0.0,0.0,0.32,8
CUST00620,Browsers Not Buyers,90,1,449.48,1.0,0.0,0.26,17
CUST00621,Regular Customers,92,1,348.53,0.0,0.0,0.29,6
CUST00622,At Risk Customers,180,3,2009.7800000000002,0.0,0.0,0.30666666666666664,1
CUST00623,Regular Customers,108,4,1945.71,2.0,0.25,0.3225,18
CUST00624,Dormant Customers,232,1,270.09,0.0,0.0,0.51,4
CUST00625,Loyal Customers,66,4,2155.58,0.0,0.0,0.3275,2
CUST00626,Regular Customers,9,2,1214.38,1.0,0.0,0.23,12
CUST00627,Loyal Customers,75,3,2765.27,1.0,0.0,0.3566666666666667,6
CUST00628,Discount Sensitive,59,3,1099.5900000000001,2.0,0.0,0.4566666666666666,9
CUST00629,Regular Customers,44,1,442.4,0.0,0.0,0.42,2
CUST00630,Regular Customers,93,3,2512.7,0.0,0.0,0.2866666666666667,20
CUST00631,High-Value Unhappy Customers,68,10,6076.9,2.0,0.1,0.388,0
CUST00632,Regular Customers,61,1,1078.63,0.0,0.0,0.45,11
CUST00633,New Customers,33,1,1619.36,0.0,0.0,0.17,4
CUST00634,Regular Customers,118,4,1711.76,2.0,0.25,0.22000000000000003,1
CUST00635,At Risk Customers,134,1,1016.46,0.0,0.0,0.35,1
CUST00636,Regular Customers,72,2,2158.95,0.0,0.0,0.195,1
CUST00637,Loyal Customers,60,5,5246.29,1.0,0.0,0.33799999999999997,1
CUST00638,At Risk Customers,173,6,3093.33,0.0,0.0,0.3466666666666667,0
CUST00639,At Risk Customers,369,3,2753.19,0.0,0.0,0.17333333333333334,1
CUST00640,At Risk Customers,130,1,641.86,0.0,0.0,0.28,0
CUST00641,High-Value Unhappy Customers,35,6,5481.38,1.0,0.0,0.3283333333333333,5
CUST00642,Discount Sensitive,18,3,1654.45,0.0,0.0,0.4066666666666667,4
CUST00643,Regular Customers,155,1,1091.34,0.0,0.0,0.26,14
CUST00644,Loyal Customers,78,7,3822.27,0.0,0.0,0.37285714285714283,0
CUST00645,Discount Sensitive,252,3,2730.59,2.0,0.0,0.44333333333333336,0
CUST00646,High-Value Unhappy Customers,117,6,5934.01,1.0,0.16666666666666666,0.15666666666666668,5
CUST00647,Regular Customers,64,1,507.52,1.0,0.0,0.13,2
CUST00648,Regular Customers,31,1,1298.17,0.0,0.0,0.13,3
CUST00649,Regular Customers,124,6,3181.62,4.0,0.16666666666666666,0.28,5
CUST00650,Loyal Customers,59,3,2622.0099999999998,0.0,0.0,0.36333333333333334,6
CUST00651,Loyal Customers,34,7,5105.77,0.0,0.0,0.36,6
CUST00652,Loyal Customers,75,4,4491.29,0.0,0.0,0.34249999999999997,13
CUST00653,Regular Customers,32,2,2037.83,0.0,0.0,0.235,19
CUST00654,High-Value Unhappy Customers,8,6,5827.77,2.0,0.3333333333333333,0.15,8
CUST00655,Loyal Customers,79,8,5295.41,0.0,0.0,0.27875,0
CUST00656,Loyal Customers,67,4,3207.37,1.0,0.0,0.22999999999999998,16
CUST00657,Loyal Customers,63,4,1287.49,1.0,0.25,0.325,5
CUST00658,At Risk Customers,219,2,2355.97,1.0,0.0,0.27,3
CUST00659,Browsers Not Buyers,16,1,883.27,0.0,0.0,0.37,21
CUST00660,New Customers,43,1,573.43,0.0,0.0,0.16,7
CUST00661,At Risk Customers,180,3,1105.96,1.0,0.0,0.3833333333333333,1
CUST00662,At Risk Customers,124,1,852.96,0.0,0.0,0.27,2
CUST00663,High-Value Unhappy Customers,64,8,5700.78,2.0,0.125,0.3375,14
CUST00664,New Customers,20,1,237.27,1.0,0.0,0.34,1
CUST00665,High-Value Unhappy Customers,35,9,6480.29,2.0,0.1111111111111111,0.1788888888888889,3
CUST00666,Regular Customers,3,1,540.99,1.0,0.0,0.32,1
CUST00667,High-Value Unhappy Customers,25,5,5036.26,2.0,0.2,0.264,7
CUST00668,Regular Customers,42,2,952.4100000000001,0.0,0.0,0.16,3
CUST00669,Loyal Customers,57,3,2774.7599999999998,0.0,0.0,0.24333333333333332,1
CUST00670,High-Value Unhappy Customers,242,4,3756.69,1.0,0.0,0.345,0
CUST00671,Champions,2,8,5453.93,1.0,0.0,0.3325,13
CUST00672,Regular Customers,141,1,434.37,0.0,0.0,0.47,10
CUST00673,Regular Customers,118,1,1297.2,0.0,0.0,0.36,1
CUST00674,Loyal Customers,56,8,4178.67,0.0,0.0,0.28875,14
CUST00675,Regular Customers,130,5,6478.51,0.0,0.0,0.26799999999999996,8
CUST00676,Regular Customers,6,1,714.17,1.0,0.0,0.4,9
CUST00677,Regular Customers,6,1,291.61,0.0,0.0,0.36,1
CUST00678,At Risk Customers,196,2,1145.87,0.0,0.0,0.295,1
CUST00679,Loyal Customers,83,8,6252.95,2.0,0.0,0.33,3
CUST00680,Dormant Customers,215,1,1087.83,0.0,0.0,0.29,1
CUST00681,Dormant Customers,211,1,1372.4,1.0,1.0,0.41,1
CUST00682,New Customers,19,1,1238.23,1.0,0.0,0.17,6
CUST00683,Loyal Customers,0,3,3422.7,2.0,0.0,0.25,7
CUST00684,At Risk Customers,140,4,2472.73,1.0,0.0,0.23750000000000002,2
CUST00685,New Customers,2,1,1158.09,0.0,0.0,0.44,3
CUST00686,Regular Customers,127,3,1409.0900000000001,0.0,0.0,0.2866666666666667,21
CUST00687,Regular Customers,117,5,4129.24,0.0,0.0,0.23600000000000004,1
CUST00688,Loyal Customers,13,5,3552.34,1.0,0.2,0.274,1
CUST00689,Loyal Customers,70,4,4514.3099999999995,0.0,0.0,0.1,13
CUST00690,Champions,4,5,5697.91,1.0,0.0,0.304,11
CUST00691,Discount Sensitive,61,3,2927.57,0.0,0.0,0.42333333333333334,14
CUST00692,Loyal Customers,58,3,1850.73,0.0,0.0,0.37333333333333335,0
CUST00693,High-Value Unhappy Customers,147,5,6136.5,2.0,0.0,0.18,0
CUST00694,Regular Customers,74,1,345.14,0.0,0.0,0.23,14
CUST00695,Dormant Customers,198,1,616.85,1.0,0.0,0.41,4
CUST00696,Loyal Customers,40,5,4814.21,1.0,0.0,0.31,1
CUST00697,High-Value Unhappy Customers,247,4,3657.69,1.0,0.25,0.2275,1
CUST00698,Champions,14,8,5318.95,4.0,0.375,0.25,11
CUST00699,Loyal Customers,47,4,2191.5099999999998,0.0,0.0,0.3825,15
CUST00700,Loyal Customers,49,4,3589.62,0.0,0.0,0.1675,1
CUST00701,Regular Customers,122,5,6476.26,1.0,0.0,0.162,10
CUST00702,High-Value Unhappy Customers,77,6,8044.75,2.0,0.16666666666666666,0.21333333333333335,2
CUST00703,Regular Customers,104,1,360.06,0.0,0.0,0.31,3
CUST00704,Champions,22,4,3057.83,1.0,0.0,0.3275,12
CUST00705,Regular Customers,12,1,872.61,1.0,1.0,0.0,1
CUST00706,New Customers,2,1,439.07,0.0,0.0,0.33,2
CUST00707,Regular Customers,189,3,2254.12,2.0,0.0,0.22333333333333336,10
CUST00708,High-Value Unhappy Customers,45,6,5342.67,1.0,0.0,0.3283333333333333,5
CUST00709,At Risk Customers,129,1,1966.47,0.0,0.0,0.13,0
CUST00710,Loyal Customers,16,8,5514.42,2.0,0.0,0.28875,8
CUST00711,High-Value Unhappy Customers,19,8,5430.3,2.0,0.125,0.41000000000000003,10
CUST00712,Loyal Customers,4,4,1928.79,1.0,0.0,0.3225,2
